question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,shuffle_seed,Llama-3.1-8B-Instruct,gemma-2-9b-it,Mistral-7B-Instruct-v0.3,Qwen2.5-7B-Instruct
22,1,5,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Not too much,None at all,A fair amount,A fair amount
22,1,6,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A lot', 'None at all', 'Not too much', 'A fair amount']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Not too much,None at all,A fair amount,A fair amount
23,1,1,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Not too much,None at all,A fair amount,None at all
23,1,2,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A fair amount', 'Not too much', 'None at all', 'A lot']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Not too much,None at all,A fair amount,Not too much
23,1,3,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['None at all', 'A fair amount', 'A lot', 'Not too much']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Not too much,Not too much,A fair amount,None at all
23,1,4,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['None at all', 'Not too much', 'A fair amount', 'A lot']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Not too much,None at all,A fair amount,None at all
23,1,5,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,None at all,None at all,A fair amount,Not too much
23,1,6,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A lot', 'None at all', 'Not too much', 'A fair amount']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Not too much,None at all,A fair amount,None at all
24,1,1,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,A fair amount,Afair amount,A fair amount,A fair amount
24,1,2,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A fair amount', 'Not too much', 'None at all', 'A lot']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Not too much,A fair amount,A lot,A fair amount
24,1,3,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['None at all', 'A fair amount', 'A lot', 'Not too much']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,A fair amount,A fair amount,A fair amount,A fair amount
24,1,4,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['None at all', 'Not too much', 'A fair amount', 'A lot']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,A fair amount,A fair amount,A fair amount,A fair amount
24,1,5,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,A fair amount,Afair amount,A fair amount,A fair amount
24,1,6,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A lot', 'None at all', 'Not too much', 'A fair amount']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,A fair amount,Not too much,A fair amount,A fair amount
32,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Somewhat important,Very important,Very important
32,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Very important,Very important,Very important,Very important
32,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Very important,Very important,Very important,Very important
32,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Very important,Very important,Very important,Very important
32,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Very important,Very important,Very important,Very important
32,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Somewhat important,Somewhat important,Very important
33,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Somewhat important,Somewhat important,Very important
33,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Not too important,Somewhat important,Very important,Somewhat important
33,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Somewhat important,Very important,Very important
33,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Somewhat important,Somewhat important,Somewhat important
33,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Somewhat important,Somewhat important,Somewhat important
33,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Somewhat important,Somewhat important,Very important
34,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Somewhat important,Very important,Very important
34,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Somewhat important,Somewhat important,Very important,Somewhat important
34,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Somewhat important,Very important,Very important
34,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Somewhat important,Very important,Somewhat important
34,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Somewhat important,Somewhat important,Somewhat important
34,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Somewhat important,Somewhat important,Very important
35,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Somewhat important,Very important,Somewhat important
35,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Not too important,Somewhat important,Very important,Somewhat important
35,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Somewhat important,Very important,Somewhat important
35,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Somewhat important,Somewhat important,Somewhat important
35,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Somewhat important,Somewhat important,Somewhat important
35,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Somewhat important,Somewhat important,Somewhat important
36,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Somewhat important,Very important,Very important
36,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Somewhat important,Very important,Very important,Somewhat important
36,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Very important,Very important,Somewhat important
36,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Very important,Somewhat important,Somewhat important
36,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Very important,Somewhat important,Somewhat important
36,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Somewhat important,Somewhat important,Very important
37,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Very important,Very important,Very important
37,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Very important,Very important,Very important,Very important
37,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Very important,Very important,Very important
37,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Very important,Very important,Very important
37,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Very important,Somewhat important,Very important
37,1,6,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Very important,Somewhat important,Very important
38,1,1,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Very important,Very important,Very important
38,1,2,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Somewhat important,Very important,Very important,Very important
38,1,3,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Very important,Very important,Very important
38,1,4,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Very important,Very important,Very important
38,1,5,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Very important,Very important,Very important
38,1,6,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Very important,Somewhat important,Very important
39,1,1,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,,Somewhat important,Very important,Very important,Very important
39,1,2,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,2.0,Somewhat important,Very important,Very important,Very important
39,1,3,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,7.0,Somewhat important,Very important,Very important,Very important
39,1,4,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,10.0,Somewhat important,Very important,Very important,Very important
39,1,5,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,67.0,Somewhat important,Very important,Very important,Very important
39,1,6,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,101.0,Somewhat important,Very important,Very important,Very important
48,1,1,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,,A fair amount,A fair amount,A fair amount,A fair amount
48,1,2,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A fair amount', 'Not too much', 'None at all', 'A lot']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2.0,A fair amount,Not too much,A fair amount,A fair amount
48,1,3,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['None at all', 'A fair amount', 'A lot', 'Not too much']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7.0,A fair amount,A fair amount,A fair amount,A fair amount
48,1,4,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['None at all', 'Not too much', 'A fair amount', 'A lot']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10.0,A fair amount,A fair amount,A fair amount,A fair amount
48,1,5,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67.0,A fair amount,A fair amount,A fair amount,Not too much
48,1,6,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A lot', 'None at all', 'Not too much', 'A fair amount']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101.0,A fair amount,A fair amount,A fair amount,A fair amount
49,1,1,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,,A fair amount,Not too much,A fair amount,A fair amount
49,1,2,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['A fair amount', 'Not too much', 'None at all', 'A lot']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2.0,A fair amount,Not too much,A lot,A fair amount
49,1,3,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['None at all', 'A fair amount', 'A lot', 'Not too much']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7.0,A fair amount,Not too much,A fair amount,A fair amount
49,1,4,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['None at all', 'Not too much', 'A fair amount', 'A lot']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10.0,A fair amount,Not too much,A fair amount,A fair amount
49,1,5,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67.0,A fair amount,A fair amount,A fair amount,A fair amount
