question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,Llama-3.1-8B-Instruct,gemma-2-9b-it,Mistral-7B-Instruct-v0.3,Qwen2.5-7B-Instruct
23,1,1,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Not too much,None at all,A fair amount,None at all
23,1,2,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,A small amount,None whatsoever,A small amount,None whatsoever
23,1,3,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Minimally,Minimally,Substantially,Not at all
23,1,4,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Not in the least,Slightly,Slightly,Not in the least
23,1,5,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Very little,Very little,Quite a bit,Very little
24,1,1,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,A fair amount,Afair amount,A fair amount,A fair amount
24,1,2,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,A moderate amount,A small amount,A moderate amount,A moderate amount
24,1,3,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Minimally,Minimally,Substantially,Considerably
24,1,4,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Slightly,Slightly,Slightly,Moderately
24,1,5,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Quite a bit,Considerably,Considerably,Considerably
32,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Somewhat important,Very important,Very important
32,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Extremely important,Fairly important,Extremely important,Extremely important
32,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Important,Important,Essential,Important
32,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of great importance,Of some importance,Of some importance,Of great importance
32,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Highly important,Quite important,Highly important,Highly important
33,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Somewhat important,Somewhat important,Very important
33,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Fairly important,Extremely important,Moderately important
33,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Neutral,Neutral,Important,Important
33,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of some importance,Of little importance,Of some importance
33,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Somewhat unimportant,Highly important,Quite important
34,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Somewhat important,Very important,Very important
34,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Fairly important,Extremely important,Fairly important
34,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Important,Important,Essential,Important
34,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of some importance,Of some importance,Of some importance
34,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Quite important,Highly important,Highly important
35,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Somewhat important,Very important,Somewhat important
35,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Fairly important,Extremely important,Fairly important
35,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Neutral,Important,Essential,Important
35,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of some importance,Of some importance,Of some importance
35,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Quite important,Highly important,Quite important
36,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Somewhat important,Very important,Very important
36,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Fairly important,Extremely important,Fairly important
36,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Neutral,Important,Essential,Important
36,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of some importance,Of some importance,Of some importance
36,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Quite important,Highly important,Quite important
37,1,1,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Very important,Very important,Very important
37,1,2,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Extremely important,Extremely important,Extremely important
37,1,3,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Important,Important,Essential,Important
37,1,4,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of great importance,Of some importance,Of some importance
37,1,5,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Highly important,Highly important,Highly important
38,1,1,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Very important,Very important,Very important
38,1,2,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Extremely important,Extremely important,Fairly important
38,1,3,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Important,Important,Essential,Important
38,1,4,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of great importance,Of great importance,Of some importance
38,1,5,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Highly important,Highly important,Highly important
39,1,1,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat important,Very important,Very important,Very important
39,1,2,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Moderately important,Extremely important,Extremely important,Extremely important
39,1,3,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Important,Important,Essential,Important
39,1,4,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Of some importance,Of great importance,Of great importance,Of great importance
39,1,5,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Guns,Pew_American_Trends_Panel_disagreement_500.csv,Somewhat unimportant,Highly important,Highly important,Highly important
48,1,1,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A fair amount,A fair amount,A fair amount,A fair amount
48,1,2,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A moderate amount,A small amount,A moderate amount,A moderate amount
48,1,3,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Minimally,Minimally,Substantially,Considerably
48,1,4,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Moderately,Slightly,Slightly,Moderately
48,1,5,"In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Quite a bit,Considerably,Considerably,Considerably
49,1,1,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A fair amount,Not too much,A fair amount,A fair amount
49,1,2,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A moderate amount,A small amount,A small amount,A moderate amount
49,1,3,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Minimally,Minimally,Substantially,Considerably
49,1,4,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Moderately,Slightly,Slightly,Moderately
49,1,5,"In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Very little,Very little,Quite a bit,Considerably
50,1,1,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A fair amount,A fair amount,A fair amount,A fair amount
50,1,2,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A moderate amount,A small amount,A moderate amount,A moderate amount
50,1,3,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Considerably,Minimally,Substantially,Considerably
50,1,4,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Moderately,Slightly,Slightly,Moderately
50,1,5,"In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Quite a bit,Considerably,Considerably,Considerably
51,1,1,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A fair amount,Not too much,A fair amount,A fair amount
51,1,2,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A moderate amount,A small amount,A small amount,A moderate amount
51,1,3,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Considerably,Minimally,Substantially,Considerably
51,1,4,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Moderately,Slightly,Slightly,Moderately
51,1,5,"In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Quite a bit,Very little,Quite a bit,Considerably
52,1,1,"In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A fair amount,A fair amount,A fair amount,A fair amount
52,1,2,"In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,A moderate amount,A moderate amount,A moderate amount,A moderate amount
52,1,3,"In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,Considerably,Considerably,Substantially,Considerably
